movie_id,title,year,runtime,genres,director,top_cast,movie_keywords,overview,language,production_companies,production_countries,budget,revenue,vote_average,vote_count,popularity
1231,Marked for Death,1990,193.0,"['Drama', 'History']",Philip Kaufman,"['Fred Ward', 'Dennis Quaid', 'Ed Harris']","['cold war', 'pilot', 'space travel', 'politics', 'historical figure', 'flight', 'astronaut', 'space race', 'sound barrier']","A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter and Wally Schirra.",en,"['Warner Bros.', 'The Ladd Company']",['United States of America'],27000000.0,21500000.0,7.4,241.0,14.902397
1232,Madonna: Truth or Dare,1991,163.0,"['Drama', 'Science Fiction', 'Thriller']",Andrei Tarkovsky,"['Aleksandr Kaydanovskiy', 'Анатолій Солоніцин', 'Nikolay Grinko']","['wish', 'guard', 'stalker', 'alien', 'strugatsky', 'soldier', 'zone']","Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A Stalker guides two men into the Zone, specifically to an area in which deep seeded desires are granted.",ru,['Mosfilm'],['Russia'],,,7.8,356.0,7.787515
1233,Nénette et Boni,1996,149.0,"['Action', 'Drama', 'History', 'War', 'Adventure']",Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann']","['terror', 'submarine', 'based on novel', 'atlantic ocean', 'gibraltar', 'world war ii', 'duty', 'war correspondent', 'torpedo', 'drinking', 'sailor', 'convoy', 'u boat', 'destroyer', 'depth charge', 'comrade', 'german submarine', 'naval battle', 'periscope', 'suicidal mission']","A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",de,"['Radiant Film GmbH', 'Süddeutscher Rundfunk', 'Columbia Pictures Corporation', 'Bavaria Film', 'Westdeutscher Rundfunk (WDR)', 'Twin Bros. Productions']",['Germany'],14000000.0,85000000.0,7.9,623.0,8.80338
1234,Chairman of the Board,1998,129.0,"['Comedy', 'Crime', 'Drama']",George Roy Hill,"['Paul Newman', 'Robert Redford', 'Robert Shaw']","['chicago', 'bet', 'horse race', 'repayment', 'con man', 'mafia boss', 'violence', 'ragtime', 'reference to mutt and jeff', 'off track betting', 'sting operation', 'alley', '1930s', '20th century']",Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,en,['Universal Pictures'],['United States of America'],5500000.0,159616327.0,7.9,639.0,12.016821
1235,"Big Bang Theory, The",1994,91.0,"['Comedy', 'Drama', 'Romance']",Hal Ashby,"['Ruth Gordon', 'Bud Cort', 'Cyril Cusack']","['suicide', 'life and death', 'depression', 'age difference', 'cemetery', 'suicide attempt', 'birthday', 'banjo', 'cliff', 'life planning', 'dead wish', 'arranged marriage', 'dying and death', 'wealth', 'midnight movie']",The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,en,['Paramount Pictures'],['United States of America'],1200000.0,,7.7,266.0,10.878112
1236,"Other Voices, Other Rooms",1997,107.0,"['Drama', 'Comedy']",Hal Hartley,"['Adrienne Shelly', 'Martin Donovan', 'Merritt Nelson']",['independent film'],"After being thrown away from home, pregt high school dropout Maria meets Matthew, a highly educated and extremely moody electronics repairman. The two begin an unusual romance built on their sense of mutual admiration and trust.",en,"['Channel Four Films', 'Zenith Entertainment', 'Republic Pictures (II)', 'True Fiction Pictures']","['United Kingdom', 'United States of America']",700000.0,,6.5,24.0,4.085688
1237,Twisted,1996,96.0,"['Fantasy', 'Drama']",Ingmar Bergman,"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot']","['chess', 'countryside', 'witch', 'blacksmith', 'allegory', 'symbolism', 'artist', 'last judgment', 'pest', 'crusade', 'juggler', 'burning of witches', 'sense of life', 'dying and death', 'demon', 'death personified', 'death incarnate']","When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",sv,"['Svensk Filmindustri (SF)', 'The Criterion Collection']",['Sweden'],,,7.9,569.0,6.47828
1238,Full Speed,1996,111.0,"['Comedy', 'Drama']",Bill Forsyth,"['Burt Lancaster', 'Peter Riegert', 'Fulton Mackay']","['scotland', 'small town', 'village life', 'petrol', 'village', 'millionaire']",An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,en,"['Goldcrest Films International', 'Enigma Productions']",['United Kingdom'],,,7.0,81.0,10.636074
1239,Cutthroat Island,1995,119.0,"['Action', 'Adventure']",Renny Harlin,"['Geena Davis', 'Matthew Modine', 'Frank Langella']","['exotic island', 'treasure', 'map', 'ship', 'scalp', 'pirate']","Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",en,"['Le Studio Canal+', 'Laurence Mark Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Carolco Pictures']","['France', 'Germany', 'Italy', 'United States of America']",98000000.0,10017322.0,5.7,137.0,7.284477
1240,Ghost in the Shell (Kokaku kidotai),1995,108.0,"['Action', 'Thriller', 'Science Fiction']",James Cameron,"['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton']","['saving the world', 'artificial intelligence', 'rebel', 'cyborg', 'shotgun', 'killer robot', 'sun glasses', 'dystopia', 'car chase', 'laser gun', 'urban setting', 'future war']","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",en,"['Orion Pictures', 'Pacific Western', 'Hemdale Film', 'Cinema 84', 'Euro Film Funding']","['United Kingdom', 'United States of America']",6400000.0,78371200.0,7.4,4208.0,19.293562
1241,"Van, The",1996,104.0,"['Horror', 'Comedy']",Peter Jackson,"['Tim Balme', 'Diana Peñalver', 'Elizabeth Moody']","['poison', 'new zealand', 'reanimation', 'part stop motion', 'cheating husband', 'zombie', 'back from the dead', 'monkey', 'attempted rape', 'dismemberment', 'nagging mother', 'director cameo']","When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",en,"['WingNut Films', 'New Zealand Film Commission', 'Avalon/NFU Studios']",['New Zealand'],3000000.0,242623.0,7.4,388.0,13.645568
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",1991,122.0,['War'],Edward Zwick,"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes']","['war', 'racism', 'battle', 'union soldier', 'confederate soldier', 'american civil war']","Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",en,"['TriStar Pictures', 'Freddie Fields Productions']",['United States of America'],18000000.0,26828365.0,7.4,391.0,7.521346
1243,Night Flier,1997,117.0,"['Comedy', 'Drama']",Tom Stoppard,"['Gary Oldman', 'Tim Roth', 'Richard Dreyfuss']","['shakespeare', 'fate', 'existentialism']","Two minor characters from the play, ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.",en,"['Brandenberg', 'WNET Channel 13 New York']","['United Kingdom', 'United States of America']",,,7.3,75.0,5.088457
1244,Metro,1997,96.0,"['Comedy', 'Drama', 'Romance']",Woody Allen,"['Woody Allen', 'Diane Keaton', 'Michael Murphy']","['new york', 'adultery', 'based on novel', 'lolita', 'love', 'romance', 'independent film', 'mistress', 'writer', 'relationship', 'city', 'divorce', 'manhattan, new york city', 'married']",The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,en,"['United Artists', 'Jack Rollins & Charles H. Joffe Productions']",['United States of America'],,39946780.0,7.8,600.0,12.050759
1245,Gridlock'd,1997,115.0,"['Drama', 'Thriller', 'Crime']",Joel Coen,"['John Turturro', 'Gabriel Byrne', 'Marcia Gay Harden']","['corruption', 'street gang', 'prohibition', 'gun', 'irish-american', 'gambling debts', 'irish mob', 'violence']","Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",en,"['Twentieth Century Fox Film Corporation', 'Circle Films']",['United States of America'],14000000.0,5080409.0,7.5,431.0,7.495853
1246,Bushwhacked,1995,129.0,['Drama'],Peter Weir,"['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard']","['individual', 'philosophy', 'poetry', 'shakespeare', 'professor', 'literature', 'friendship', 'filmes focados em um professor']","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",en,"['Touchstone Pictures', 'Silver Screen Partners IV']",['United States of America'],16400000.0,235860116.0,8.1,2786.0,19.905716
1247,Bad Girls,1994,106.0,['Drama'],Mike Nichols,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross']","['seduction', 'college', 'romance', 'wedding', 'older woman younger man relationship', 'graduate', 'rape accusation']",A recent college graduate finds himself in a love triangle with an older woman and her daughter.,en,['Lawrence Turman'],['United States of America'],3000000.0,104945305.0,7.6,855.0,12.057829
1248,Blink,1994,95.0,"['Drama', 'Thriller', 'Crime']",Orson Welles,"['Charlton Heston', 'Janet Leigh', 'Orson Welles']","['hotel', 'brothel', 'border', 'evidence', 'honeymoon', 'investigation', 'united states–mexico barrier', 'car bomb', 'mexican', 'film noir']","Stark, perverse story of murder, kidnapping, and police corruption in Mexican border town.",en,['Universal International Pictures (UI)'],['United States of America'],829000.0,2247465.0,7.6,292.0,9.665347
1249,For Love or Money,1993,115.0,"['Action', 'Thriller']",Luc Besson,"['Anne Parillaud', 'Marc Duret', 'Patrick Fontana']","['secret identity', 'special unit', 'romance', 'government assassin']","A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government.",fr,"['Gaumont', 'Cecchi Gori Group Tiger Cinematografica', 'cechi gori group']","['France', 'Italy']",,5000000.0,7.0,511.0,6.586401
1250,Best of the Best 3: No Turning Back,1995,161.0,"['Drama', 'History', 'War']",David Lean,"['William Holden', 'Alec Guinness', 'Jack Hawkins']","['japan', 'resistance', 'japanese', 'river', 'prisoners of war', 'thailand', 'bridge', 'officer']","The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",en,"['Columbia Pictures Corporation', 'Horizon Pictures (II)']","['United Kingdom', 'United States of America']",3000000.0,27200000.0,7.7,554.0,8.851646
1251,A Chef in Love,1996,138.0,"['Fantasy', 'Drama']",Federico Fellini,"['Marcello Mastroianni', 'Claudia Cardinale', 'Anouk Aimée']","['individual', 'scapegoat', 'adultery', 'screenplay', 'cinecittà', 'film making', 'film producer', 'depression', 'suicide attempt', 'sun glasses', 'creative crisis', 'kurort', 'film setting', 'difficult childhood', 'missile', 'dying and death', 'unsociability', 'extramarital affair', 'existence', 'spectacle']",With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,it,"['Cineriz', 'Francinex']","['Italy', 'France']",,,7.9,427.0,6.747516
1252,"Contempt (Mépris, Le)",1963,130.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Roman Polanski,"['Jack Nicholson', 'Faye Dunaway', 'John Huston']","['rape', 'sea', 'river', 'chinatown', 'mistake in person', 'pedophilia', 'dying and death', 'barrage', 'los angeles', 'private detective', 'neo-noir']","Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",en,"['Paramount Pictures', 'Penthouse', 'Long Road Productions']",['United States of America'],6000000.0,30000000.0,7.9,939.0,12.29227
